prefecture,type,year,land_price,ping_unit_price,change
熊本県,公示地価平均,1989年［平成元年］,36万0322円/m2,119万1147円/坪,+101.03％
熊本県,公示地価平均,1990年［平成2年］,46万2282円/m2,152万8206円/坪,+28.30％
愛媛県,公示地価平均,1988年［昭和63年］,18万1375円/m2,59万9586円/坪,+2.01％
愛媛県,公示地価平均,1989年［平成元年］,19万4312円/m2,64万2355円/坪,+7.13％
愛媛県,公示地価平均,1990年［平成2年］,24万1057円/m2,79万6885円/坪,+24.06％
愛媛県,公示地価平均,1991年［平成3年］,36万7564円/m2,121万5087円/坪,+52.48％
愛媛県,公示地価平均,1992年［平成4年］,29万0428円/m2,96万0095円/坪,-20.99％
愛媛県,公示地価平均,1993年［平成5年］,22万9678円/m2,75万9267円/坪,-20.92％
愛媛県,公示地価平均,1994年［平成6年］,20万6790円/m2,68万3605円/坪,-9.97％
愛媛県,公示地価平均,1995年［平成7年］,18万4092円/m2,60万8569円/坪,-10.98％
沖縄県,公示地価平均,2005年［平成17年］,9万8349円/m2,32万5122円/坪,-5.97％
沖縄県,公示地価平均,2006年［平成18年］,9万5651円/m2,31万6203円/坪,-2.74％
沖縄県,公示地価平均,2007年［平成19年］,9万3735円/m2,30万9868円/坪,-2.00％
沖縄県,公示地価平均,2008年［平成20年］,9万3996円/m2,31万0730円/坪,+0.28％
沖縄県,公示地価平均,2009年［平成21年］,9万1862円/m2,30万3676円/坪,-2.27％
沖縄県,公示地価平均,2010年［平成22年］,8万9595円/m2,29万6183円/坪,-2.47％
沖縄県,公示地価平均,2011年［平成23年］,8万9888円/m2,29万7152円/坪,+0.33％
石川県,公示地価平均,1993年［平成5年］,33万3107円/m2,110万1182円/坪,-17.69％
石川県,公示地価平均,1994年［平成6年］,25万0975円/m2,82万9670円/坪,-24.66％
石川県,公示地価平均,1995年［平成7年］,22万5963円/m2,74万6987円/坪,-9.97％
石川県,公示地価平均,1996年［平成8年］,20万7343円/m2,68万5434円/坪,-8.24％
石川県,公示地価平均,1997年［平成9年］,18万9742円/m2,62万7246円/坪,-8.49％
石川県,公示地価平均,1998年［平成10年］,17万1484円/m2,56万6892円/坪,-9.62％
石川県,公示地価平均,1999年［平成11年］,15万3827円/m2,50万8519円/坪,-10.30％
滋賀県,総平均,1992年［平成4年］,16万8381円/m2,55万6634円/坪,-15.27％
滋賀県,総平均,1993年［平成5年］,13万3105円/m2,44万0019円/坪,-20.95％
滋賀県,総平均,1994年［平成6年］,11万7657円/m2,38万8950円/坪,-11.61％
滋賀県,総平均,1995年［平成7年］,11万2667円/m2,37万2454円/坪,-4.24％
滋賀県,総平均,1996年［平成8年］,10万4019円/m2,34万3866円/坪,-7.68％
滋賀県,総平均,1997年［平成9年］,10万1449円/m2,33万5369円/坪,-2.47％
滋賀県,総平均,1998年［平成10年］,9万7552円/m2,32万2486円/坪,-3.84％
滋賀県,総平均,1999年［平成11年］,9万2588円/m2,30万6077円/坪,-5.09％
岡山県,基準地価平均,1992年［平成4年］,20万5362円/m2,67万8885円/坪,-10.98％
岡山県,基準地価平均,1993年［平成5年］,14万7343円/m2,48万7085円/坪,-28.25％
岡山県,基準地価平均,1994年［平成6年］,13万0741円/m2,43万2202円/坪,-11.27％
岡山県,基準地価平均,1995年［平成7年］,11万3053円/m2,37万3729円/坪,-13.53％
岡山県,基準地価平均,1996年［平成8年］,9万8122円/m2,32万4372円/坪,-13.21％
岡山県,基準地価平均,1997年［平成9年］,9万1943円/m2,30万3945円/坪,-6.30％
奈良県,公示地価平均,1989年［平成元年］,17万8084円/m2,58万8708円/坪,+36.01％
奈良県,公示地価平均,1990年［平成2年］,27万3704円/m2,90万4807円/坪,+53.69％
奈良県,公示地価平均,1991年［平成3年］,31万1820円/m2,103万0811円/坪,+13.93％
奈良県,公示地価平均,1992年［平成4年］,28万4285円/m2,93万9788円/坪,-8.83％
奈良県,公示地価平均,1993年［平成5年］,21万3580円/m2,70万6051円/坪,-24.87％
奈良県,公示地価平均,1994年［平成6年］,19万2368円/m2,63万5928円/坪,-9.93％
奈良県,公示地価平均,1995年［平成7年］,17万8792円/m2,59万1049円/坪,-7.06％
奈良県,公示地価平均,1996年［平成8年］,16万0458円/m2,53万0440円/坪,-10.25％
熊本県,公示地価平均,1991年［平成3年］,49万8487円/m2,164万7892円/坪,+7.83％
熊本県,公示地価平均,1992年［平成4年］,51万7044円/m2,170万9236円/坪,+3.72％
熊本県,公示地価平均,1993年［平成5年］,40万9516円/m2,135万3773円/坪,-20.80％
熊本県,公示地価平均,1994年［平成6年］,36万1597円/m2,119万5362円/坪,-11.70％
熊本県,公示地価平均,1995年［平成7年］,27万4883円/m2,90万8704円/坪,-23.98％
熊本県,公示地価平均,1996年［平成8年］,24万4948円/m2,80万9747円/坪,-10.89％
熊本県,公示地価平均,1997年［平成9年］,21万4775円/m2,71万0002円/坪,-12.32％
愛媛県,公示地価平均,1996年［平成8年］,16万7354円/m2,55万3236円/坪,-9.09％
愛媛県,公示地価平均,1997年［平成9年］,15万5413円/m2,51万3764円/坪,-7.13％
愛媛県,公示地価平均,1998年［平成10年］,14万3975円/m2,47万5952円/坪,-7.36％
愛媛県,公示地価平均,1999年［平成11年］,13万1969円/m2,43万6264円/坪,-8.34％
愛媛県,公示地価平均,2000年［平成12年］,12万6131円/m2,41万6963円/坪,-4.42％
愛媛県,公示地価平均,2001年［平成13年］,11万8583円/m2,39万2010円/坪,-5.98％
愛媛県,公示地価平均,2002年［平成14年］,11万1126円/m2,36万7358円/坪,-6.29％
愛媛県,公示地価平均,2003年［平成15年］,10万2755円/m2,33万9688円/坪,-7.53％
沖縄県,公示地価平均,2012年［平成24年］,8万9498円/m2,29万5861円/坪,-0.43％
沖縄県,公示地価平均,2013年［平成25年］,8万9736円/m2,29万6648円/坪,+0.27％
沖縄県,公示地価平均,2014年［平成26年］,9万0284円/m2,29万8462円/坪,+0.61％
沖縄県,公示地価平均,2015年［平成27年］,9万1270円/m2,30万1721円/坪,+1.09％
沖縄県,公示地価平均,2016年［平成28年］,9万3311円/m2,30万8466円/坪,+2.24％
沖縄県,公示地価平均,2017年［平成29年］,9万8217円/m2,32万4686円/坪,+5.26％
石川県,公示地価平均,2000年［平成12年］,13万7963円/m2,45万6076円/坪,-10.31％
石川県,公示地価平均,2001年［平成13年］,12万4632円/m2,41万2008円/坪,-9.66％
石川県,公示地価平均,2002年［平成14年］,11万2720円/m2,37万2630円/坪,-9.56％
石川県,公示地価平均,2003年［平成15年］,9万9378円/m2,32万8524円/坪,-11.84％
石川県,公示地価平均,2004年［平成16年］,8万8980円/m2,29万4149円/坪,-10.46％
石川県,公示地価平均,2005年［平成17年］,8万1398円/m2,26万9085円/坪,-8.52％
石川県,公示地価平均,2006年［平成18年］,7万7601円/m2,25万6532円/坪,-4.66％
石川県,公示地価平均,2007年［平成19年］,7万6145円/m2,25万1719円/坪,-1.88％
石川県,公示地価平均,2008年［平成20年］,7万5415円/m2,24万9306円/坪,-0.96％
滋賀県,総平均,2000年［平成12年］,8万6813円/m2,28万6986円/坪,-6.24％
滋賀県,総平均,2001年［平成13年］,8万0887円/m2,26万7396円/坪,-6.83％
滋賀県,総平均,2002年［平成14年］,7万3464円/m2,24万2857円/坪,-9.18％
滋賀県,総平均,2003年［平成15年］,6万5902円/m2,21万7859円/坪,-10.29％
滋賀県,総平均,2004年［平成16年］,6万1413円/m2,20万3019円/坪,-6.81％
滋賀県,総平均,2005年［平成17年］,5万8633円/m2,19万3829円/坪,-4.53％
滋賀県,総平均,2006年［平成18年］,5万8020円/m2,19万1803円/坪,-1.04％
滋賀県,総平均,2007年［平成19年］,6万0351円/m2,19万9509円/坪,+4.02％
岡山県,基準地価平均,1998年［平成10年］,8万6164円/m2,28万4840円/坪,-6.29％
岡山県,基準地価平均,1999年［平成11年］,8万0466円/m2,26万6005円/坪,-6.61％
岡山県,基準地価平均,2000年［平成12年］,7万5329円/m2,24万9021円/坪,-6.38％
岡山県,基準地価平均,2001年［平成13年］,6万8590円/m2,22万6744円/坪,-8.95％
岡山県,基準地価平均,2002年［平成14年］,6万1677円/m2,20万3893円/坪,-10.08％
岡山県,基準地価平均,2003年［平成15年］,5万5911円/m2,18万4830円/坪,-9.35％
岡山県,基準地価平均,2004年［平成16年］,5万2974円/m2,17万5122円/坪,-5.25％
奈良県,公示地価平均,1997年［平成9年］,15万4133円/m2,50万9531円/坪,-3.94％
奈良県,公示地価平均,1998年［平成10年］,15万0134円/m2,49万6311円/坪,-2.59％
奈良県,公示地価平均,1999年［平成11年］,14万1239円/m2,46万6908円/坪,-5.92％
奈良県,公示地価平均,2000年［平成12年］,13万1438円/m2,43万4506円/坪,-6.94％
奈良県,公示地価平均,2001年［平成13年］,12万3635円/m2,40万8714円/坪,-5.94％
奈良県,公示地価平均,2002年［平成14年］,11万3538円/m2,37万5334円/坪,-8.17％
奈良県,公示地価平均,2003年［平成15年］,10万3574円/m2,34万2394円/坪,-8.78％
奈良県,公示地価平均,2004年［平成16年］,9万4174円/m2,31万1319円/坪,-9.08％
熊本県,公示地価平均,1998年［平成10年］,19万0335円/m2,62万9207円/坪,-11.38％
熊本県,公示地価平均,1999年［平成11年］,17万2221円/m2,56万9325円/坪,-9.52％
熊本県,公示地価平均,2000年［平成12年］,15万4532円/m2,51万0852円/坪,-10.27％
熊本県,公示地価平均,2001年［平成13年］,14万2086円/m2,46万9708円/坪,-8.05％
熊本県,公示地価平均,2002年［平成14年］,13万0367円/m2,43万0965円/坪,-8.25％
熊本県,公示地価平均,2003年［平成15年］,12万0280円/m2,39万7622円/坪,-7.74％
熊本県,公示地価平均,2004年［平成16年］,11万1158円/m2,36万7465円/坪,-7.58％
熊本県,公示地価平均,2005年［平成17年］,10万2210円/m2,33万7887円/坪,-8.05％
愛媛県,公示地価平均,2004年［平成16年］,9万7471円/m2,32万2220円/坪,-5.14％
愛媛県,公示地価平均,2005年［平成17年］,9万1941円/m2,30万3938円/坪,-5.67％
愛媛県,公示地価平均,2006年［平成18年］,8万9812円/m2,29万6900円/坪,-2.32％
愛媛県,公示地価平均,2007年［平成19年］,8万8868円/m2,29万3780円/坪,-1.05％
愛媛県,公示地価平均,2008年［平成20年］,8万8751円/m2,29万3392円/坪,-0.13％
愛媛県,公示地価平均,2009年［平成21年］,8万6794円/m2,28万6924円/坪,-2.20％
愛媛県,公示地価平均,2010年［平成22年］,8万4237円/m2,27万8471円/坪,-2.95％
沖縄県,基準地価平均,1983年［昭和58年］,3万9272円/m2,12万9824円/坪,
沖縄県,基準地価平均,1984年［昭和59年］,3万9838円/m2,13万1695円/坪,+1.44％
沖縄県,基準地価平均,1985年［昭和60年］,4万8173円/m2,15万9250円/坪,+20.92％
沖縄県,基準地価平均,1986年［昭和61年］,5万2837円/m2,17万4670円/坪,+9.68％
沖縄県,基準地価平均,1987年［昭和62年］,6万8778円/m2,22万7366円/坪,+30.17％
沖縄県,基準地価平均,1988年［昭和63年］,7万8021円/m2,25万7922円/坪,+13.44％
沖縄県,基準地価平均,1989年［平成元年］,8万6725円/m2,28万6696円/坪,+11.16％
沖縄県,基準地価平均,1990年［平成2年］,9万1542円/m2,30万2618円/坪,+5.55％
宮城県,総平均,1983年［昭和58年］,9万3018円/m2,30万7498円/坪,
宮城県,総平均,1984年［昭和59年］,9万7622円/m2,32万2718円/坪,+4.95％
石川県,公示地価平均,2009年［平成21年］,7万2342円/m2,23万9147円/坪,-4.07％
石川県,公示地価平均,2010年［平成22年］,6万8451円/m2,22万6285円/坪,-5.38％
石川県,公示地価平均,2011年［平成23年］,6万4706円/m2,21万3904円/坪,-5.47％
石川県,公示地価平均,2012年［平成24年］,6万2136円/m2,20万5410円/坪,-3.97％
石川県,公示地価平均,2013年［平成25年］,6万3071円/m2,20万8500円/坪,+1.50％
石川県,公示地価平均,2014年［平成26年］,6万2399円/m2,20万6277円/坪,-1.07％
滋賀県,総平均,2008年［平成20年］,6万2135円/m2,20万5405円/坪,+2.96％
滋賀県,総平均,2009年［平成21年］,6万0979円/m2,20万1585円/坪,-1.86％
滋賀県,総平均,2010年［平成22年］,5万8760円/m2,19万4250円/坪,-3.64％
滋賀県,総平均,2011年［平成23年］,5万7150円/m2,18万8928円/坪,-2.74％
滋賀県,総平均,2012年［平成24年］,5万6542円/m2,18万6917円/坪,-1.06％
滋賀県,総平均,2013年［平成25年］,5万6055円/m2,18万5305円/坪,-0.86％
滋賀県,総平均,2014年［平成26年］,5万6513円/m2,18万6820円/坪,+0.82％
滋賀県,総平均,2015年［平成27年］,5万7012円/m2,18万8469円/坪,+0.88％
滋賀県,総平均,2016年［平成28年］,5万7386円/m2,18万9708円/坪,+0.66％
岡山県,基準地価平均,2005年［平成17年］,5万0391円/m2,16万6582円/坪,-4.88％
岡山県,基準地価平均,2006年［平成18年］,4万9710円/m2,16万4332円/坪,-1.35％
岡山県,基準地価平均,2007年［平成19年］,5万0619円/m2,16万7335円/坪,+1.83％
岡山県,基準地価平均,2008年［平成20年］,5万0863円/m2,16万8142円/坪,+0.48％
岡山県,基準地価平均,2009年［平成21年］,4万9213円/m2,16万2690円/坪,-3.24％
岡山県,基準地価平均,2010年［平成22年］,4万7187円/m2,15万5990円/坪,-4.12％
岡山県,基準地価平均,2011年［平成23年］,4万5629円/m2,15万0841円/坪,-3.30％
岡山県,基準地価平均,2012年［平成24年］,4万4449円/m2,14万6942円/坪,-2.58％
奈良県,公示地価平均,2005年［平成17年］,8万8514円/m2,29万2611円/坪,-6.01％
奈良県,公示地価平均,2006年［平成18年］,8万6358円/m2,28万5482円/坪,-2.44％
奈良県,公示地価平均,2007年［平成19年］,8万6605円/m2,28万6298円/坪,+0.29％
奈良県,公示地価平均,2008年［平成20年］,8万8650円/m2,29万3060円/坪,+2.36％
奈良県,公示地価平均,2009年［平成21年］,8万6965円/m2,28万7489円/坪,-1.90％
奈良県,公示地価平均,2010年［平成22年］,8万3915円/m2,27万7405円/坪,-3.51％
奈良県,公示地価平均,2011年［平成23年］,8万1726円/m2,27万0168円/坪,-2.61％
熊本県,公示地価平均,2006年［平成18年］,9万5865円/m2,31万6912円/坪,-6.21％
熊本県,公示地価平均,2007年［平成19年］,9万2302円/m2,30万5132円/坪,-3.72％
熊本県,公示地価平均,2008年［平成20年］,9万2085円/m2,30万4413円/坪,-0.24％
熊本県,公示地価平均,2009年［平成21年］,8万7931円/m2,29万0682円/坪,-4.51％
熊本県,公示地価平均,2010年［平成22年］,8万4741円/m2,28万0138円/坪,-3.63％
熊本県,公示地価平均,2011年［平成23年］,8万1890円/m2,27万0711円/坪,-3.36％
熊本県,公示地価平均,2012年［平成24年］,7万8834円/m2,26万0609円/坪,-3.73％
熊本県,公示地価平均,2013年［平成25年］,7万6709円/m2,25万3584円/坪,-2.70％
熊本県,公示地価平均,2014年［平成26年］,7万6959円/m2,25万4410円/坪,+0.33％
愛媛県,公示地価平均,2011年［平成23年］,8万2055円/m2,27万1256円/坪,-2.59％
愛媛県,公示地価平均,2012年［平成24年］,7万9922円/m2,26万4206円/坪,-2.60％
愛媛県,公示地価平均,2013年［平成25年］,7万7327円/m2,25万5628円/坪,-3.25％
愛媛県,公示地価平均,2014年［平成26年］,7万5131円/m2,24万8369円/坪,-2.84％
愛媛県,公示地価平均,2015年［平成27年］,7万4157円/m2,24万5149円/坪,-1.30％
愛媛県,公示地価平均,2016年［平成28年］,7万2762円/m2,24万0535円/坪,-1.88％
愛媛県,公示地価平均,2017年［平成29年］,7万1831円/m2,23万7460円/坪,-1.28％
愛媛県,基準地価平均,1983年［昭和58年］,4万7615円/m2,15万7407円/坪,
沖縄県,基準地価平均,1991年［平成3年］,18万4616円/m2,61万0301円/坪,+101.67％
沖縄県,基準地価平均,1992年［平成4年］,17万0098円/m2,56万2307円/坪,-7.86％
沖縄県,基準地価平均,1993年［平成5年］,15万4323円/m2,51万0159円/坪,-9.27％
沖縄県,基準地価平均,1994年［平成6年］,14万2856円/m2,47万2251円/坪,-7.43％
沖縄県,基準地価平均,1995年［平成7年］,12万5948円/m2,41万6359円/坪,-11.84％
沖縄県,基準地価平均,1996年［平成8年］,11万9653円/m2,39万5550円/坪,-5.00％
宮城県,総平均,1985年［昭和60年］,13万5290円/m2,44万7240円/坪,+38.59％
宮城県,総平均,1986年［昭和61年］,15万2201円/m2,50万3145円/坪,+12.50％
宮城県,総平均,1987年［昭和62年］,17万3898円/m2,57万4870円/坪,+14.26％
宮城県,総平均,1988年［昭和63年］,23万0153円/m2,76万0838円/坪,+32.35％
宮城県,総平均,1989年［平成元年］,38万7830円/m2,128万2082円/坪,+68.51％
宮城県,総平均,1990年［平成2年］,48万7726円/m2,161万2317円/坪,+25.76％
宮城県,総平均,1991年［平成3年］,55万4278円/m2,183万2326円/坪,+13.65％
石川県,公示地価平均,2015年［平成27年］,6万2851円/m2,20万7774円/坪,+0.73％
